chr	start	end	ID	strand*
chr14	19796637	19797137	intergenic_si_6495	+
chr14	20526954	20527454	intergenic_bi_3210	+
chr14	20527455	20527955	intergenic_si_6498	-
chr14	20527786	20528286	intergenic_bi_3211	+
chr14	20528263	20528763	intergenic_bi_3212	+
chr14	20528461	20528961	intergenic_si_6499	-
chr14	20531322	20531822	intergenic_si_6500	+
chr14	20900180	20900680	intragenic_bi_3303	+
chr14	20981761	20982261	intragenic_bi_3306	+
chr14	20981905	20982405	intragenic_si_2768	+
chr14	20996630	20997130	intragenic_si_2769	+
chr14	20999434	20999934	intragenic_si_2770	+
chr14	21022537	21023037	intergenic_si_6517	-
chr14	21027593	21028093	intergenic_si_6518	-
chr14	21033153	21033653	intergenic_si_6519	+
chr14	21043756	21044256	intergenic_si_6520	-
chr14	21045299	21045799	intergenic_bi_3217	+
chr14	21045413	21045913	intergenic_bi_3218	+
chr14	21045557	21046057	intergenic_si_6521	+
chr14	21046064	21046564	intergenic_si_6522	+
chr14	21047500	21048000	intergenic_si_6523	+
chr14	21048213	21048713	intergenic_si_6524	-
chr14	21048526	21049026	intergenic_bi_3219	+
chr14	21049287	21049787	intergenic_bi_3220	+
chr14	21134188	21134688	intragenic_bi_3307	-
chr14	21137403	21137903	intragenic_bi_3308	-
chr14	21137865	21138365	intragenic_bi_3309	-
chr14	21459918	21460418	intergenic_bi_3222	+
chr14	21460475	21460975	intergenic_si_6526	-
chr14	21461136	21461636	intergenic_si_6527	+
chr14	21463432	21463932	intergenic_si_6528	+
chr14	21480106	21480606	intragenic_bi_3316	+
chr14	21874206	21874706	intragenic_si_2779	-
chr14	21896654	21897154	intragenic_si_2780	-
chr14	21898563	21899063	intragenic_si_2781	-
chr14	21899312	21899812	intragenic_si_2782	-
chr14	21906615	21907115	intragenic_si_2783	-
chr14	21909615	21910115	intragenic_si_2784	-
chr14	21915593	21916093	intragenic_bi_3327	-
chr14	21921902	21922402	intragenic_si_2786	-
chr14	21924229	21924729	intragenic_si_2787	-
chr14	21925710	21926210	intragenic_si_2788	-
chr14	21931274	21931774	intragenic_si_2789	-
chr14	21931408	21931908	intragenic_si_2790	-
chr14	21931772	21932272	intragenic_si_2791	-
chr14	21934521	21935021	intragenic_si_2792	-
chr14	22641901	22642401	intergenic_si_6538	+
chr14	22812653	22813153	intergenic_si_6541	+
chr14	23620065	23620565	intragenic_si_2798	-
chr14	23620325	23620825	intragenic_si_2799	-
chr14	26000718	26001218	intergenic_bi_3233	+
chr14	26197344	26197844	intragenic_bi_3335	+
chr14	26197581	26198081	intragenic_bi_3336	+
chr14	26197786	26198286	intragenic_bi_3337	+
chr14	26270523	26271023	intragenic_bi_3338	-
chr14	26271144	26271644	intragenic_bi_3339	-
chr14	26285804	26286304	intragenic_si_2804	-
chr14	26295939	26296439	intragenic_bi_3341	-
chr14	26299256	26299756	intragenic_si_2806	-
chr14	26300632	26301132	intragenic_si_2807	-
chr14	26306942	26307442	intragenic_bi_3342	-
chr14	26307532	26308032	intragenic_si_2809	-
chr14	26308709	26309209	intragenic_si_2810	-
chr14	26313181	26313681	intragenic_bi_3343	-
chr14	26328184	26328684	intragenic_si_2811	-
chr14	26328834	26329334	intragenic_si_2812	-
chr14	26336666	26337166	intragenic_si_2813	-
chr14	26592439	26592939	intergenic_bi_3236	+
chr14	26610207	26610707	intergenic_bi_3237	+
chr14	26610374	26610874	intergenic_si_6555	-
chr14	26615067	26615567	intergenic_si_6556	-
chr14	27260388	27260888	intragenic_si_2814	+
chr14	27352095	27352595	intragenic_si_2815	+
chr14	27486377	27486877	intragenic_si_2818	+
chr14	28043887	28044387	intragenic_si_2820	-
chr14	28108946	28109446	intragenic_bi_3354	-
chr14	28111992	28112492	intragenic_bi_3355	-
chr14	28124043	28124543	intragenic_si_2821	-
chr14	28150417	28150917	intragenic_bi_3357	-
chr14	28164116	28164616	intragenic_bi_3358	-
chr14	29462518	29463018	intergenic_si_6564	+
chr14	29466412	29466912	intergenic_si_6565	+
chr14	29801612	29802112	intragenic_si_2829	+
chr14	29829026	29829526	intragenic_si_2830	+
chr14	30779481	30779981	intergenic_si_6566	-
chr14	30809217	30809717	intragenic_bi_3364	+
chr14	30812181	30812681	intragenic_bi_3365	+
chr14	30812388	30812888	intragenic_bi_3366	+
chr14	30824068	30824568	intragenic_si_2831	-
chr14	30824964	30825464	intragenic_si_2832	-
chr14	30829788	30830288	intragenic_si_2833	-
chr14	30831223	30831723	intragenic_si_2834	-
chr14	30831573	30832073	intragenic_si_2835	-
chr14	31154912	31155412	intragenic_bi_3369	+
chr14	31530096	31530596	intragenic_bi_3377	-
chr14	31681934	31682434	intragenic_bi_3378	-
chr14	31682440	31682940	intragenic_bi_3379	-
chr14	31688526	31689026	intragenic_bi_3380	-
chr14	31701399	31701899	intragenic_si_2837	-
chr14	31717274	31717774	intergenic_si_6575	+
chr14	31719018	31719518	intergenic_si_6576	+
chr14	31720983	31721483	intragenic_bi_3381	+
chr14	31733838	31734338	intragenic_bi_3382	+
chr14	31738535	31739035	intergenic_si_6577	+
chr14	31763005	31763505	intergenic_si_6578	+
chr14	31811991	31812491	intragenic_bi_3385	+
chr14	31925303	31925803	intragenic_si_2841	-
chr14	31928630	31929130	intragenic_bi_3389	-
chr14	31943982	31944482	intergenic_si_6581	-
chr14	31996051	31996551	intragenic_si_2842	+
chr14	32017982	32018482	intragenic_si_2843	+
chr14	32195248	32195748	intragenic_si_2847	+
chr14	32235058	32235558	intragenic_bi_3394	+
chr14	32239917	32240417	intragenic_si_2848	+
chr14	32241219	32241719	intragenic_si_2849	+
chr14	32245440	32245940	intragenic_si_2850	+
chr14	32246459	32246959	intragenic_si_2851	+
chr14	32246947	32247447	intragenic_bi_3395	+
chr14	32247628	32248128	intragenic_bi_3396	+
chr14	32343952	32344452	intragenic_si_2853	+
chr14	32452306	32452806	intragenic_si_2854	+
chr14	32457142	32457642	intragenic_bi_3400	-
chr14	32475033	32475533	intragenic_bi_3401	-
chr14	32475532	32476032	intragenic_si_2855	-
chr14	32742449	32742949	intergenic_si_6594	+
chr14	32743507	32744007	intergenic_bi_3255	+
chr14	32746900	32747400	intergenic_si_6595	+
chr14	32906162	32906662	intragenic_bi_3406	-
chr14	35060653	35061153	intragenic_si_2862	+
chr14	35065687	35066187	intragenic_bi_3413	+
chr14	35081083	35081583	intragenic_si_2863	+
chr14	35081484	35081984	intragenic_si_2864	+
chr14	35085338	35085838	intragenic_si_2865	+
chr14	35086312	35086812	intragenic_si_2866	+
chr14	35086684	35087184	intragenic_si_2867	+
chr14	35087310	35087810	intragenic_bi_3414	+
chr14	35088349	35088849	intragenic_bi_3415	+
chr14	35112107	35112607	intragenic_bi_3416	+
chr14	35115818	35116318	intragenic_si_2868	+
chr14	35125514	35126014	intragenic_si_2869	-
chr14	35127978	35128478	intragenic_si_2870	-
chr14	35161360	35161860	intergenic_bi_3260	+
chr14	35162053	35162553	intergenic_bi_3261	+
chr14	35164814	35165314	intragenic_bi_3418	+
chr14	35170291	35170791	intergenic_si_6610	-
chr14	35170475	35170975	intergenic_si_6611	-
chr14	35170781	35171281	intergenic_si_6612	-
chr14	35171008	35171508	intergenic_bi_3262	+
chr14	35171309	35171809	intergenic_si_6613	-
chr14	35173138	35173638	intergenic_si_6614	-
chr14	35173284	35173784	intergenic_bi_3263	+
chr14	35176871	35177371	intergenic_si_6615	-
chr14	35190315	35190815	intragenic_si_2871	-
chr14	35301690	35302190	intragenic_si_2872	+
chr14	35318373	35318873	intergenic_bi_3265	+
chr14	35398805	35399305	intragenic_bi_3424	+
chr14	35431905	35432405	intergenic_si_6621	+
chr14	35432807	35433307	intergenic_si_6622	-
chr14	35433736	35434236	intergenic_bi_3266	+
chr14	35448262	35448762	intergenic_bi_3267	+
chr14	35449149	35449649	intergenic_si_6624	+
chr14	35474879	35475379	intergenic_bi_3268	+
chr14	35475334	35475834	intergenic_bi_3269	+
chr14	35483913	35484413	intergenic_bi_3270	+
chr14	35484047	35484547	intergenic_si_6626	-
chr14	35558498	35558998	intragenic_bi_3425	-
chr14	35567316	35567816	intergenic_si_6631	+
chr14	35568880	35569380	intergenic_bi_3273	+
chr14	35573074	35573574	intergenic_bi_3274	+
chr14	35574139	35574639	intergenic_si_6633	+
chr14	35579739	35580239	intergenic_si_6634	+
chr14	35581507	35582007	intergenic_bi_3275	+
chr14	35581997	35582497	intergenic_si_6636	+
chr14	35933247	35933747	intragenic_si_2876	-
chr14	35934092	35934592	intragenic_si_2877	-
chr14	35967512	35968012	intragenic_bi_3426	-
chr14	37770395	37770895	intragenic_bi_3427	+
chr14	37784305	37784805	intergenic_bi_3278	+
chr14	37784824	37785324	intergenic_si_6639	+
chr14	37785633	37786133	intergenic_si_6640	+
chr14	37787143	37787643	intergenic_si_6641	+
chr14	37788080	37788580	intergenic_si_6642	+
chr14	37789440	37789940	intergenic_si_6643	+
chr14	37797989	37798489	intergenic_si_6648	+
chr14	37802873	37803373	intergenic_bi_3279	+
chr14	37803147	37803647	intergenic_bi_3280	+
chr14	41907859	41908359	intergenic_si_6682	+
chr14	41909110	41909610	intergenic_si_6683	-
chr14	41909465	41909965	intergenic_si_6684	-
chr14	41913459	41913959	intergenic_si_6685	-
chr14	41913897	41914397	intergenic_si_6686	-
chr14	41914531	41915031	intergenic_si_6687	-
chr14	41915428	41915928	intergenic_bi_3284	+
chr14	41917004	41917504	intergenic_bi_3285	+
chr14	41919918	41920418	intragenic_si_2885	-
chr14	41921727	41922227	intragenic_si_2886	-
chr14	41924313	41924813	intragenic_si_2887	-
chr14	41926041	41926541	intragenic_si_2888	-
chr14	41931057	41931557	intragenic_si_2889	-
chr14	41953921	41954421	intergenic_bi_3288	+
chr14	41954893	41955393	intergenic_si_6691	+
chr14	41955208	41955708	intergenic_si_6692	+
chr14	41967507	41968007	intragenic_si_2890	-
chr14	41970102	41970602	intragenic_bi_3432	-
chr14	41973891	41974391	intragenic_si_2891	-
chr14	41979015	41979515	intergenic_si_6695	+
chr14	41980943	41981443	intergenic_si_6696	+
chr14	46035900	46036400	intergenic_bi_3292	+
chr14	46038177	46038677	intergenic_bi_3293	+
chr14	46072320	46072820	intergenic_si_6700	+
chr14	46073839	46074339	intergenic_si_6701	-
chr14	46124536	46125036	intragenic_si_2896	+
chr14	46159297	46159797	intergenic_bi_3295	+
chr14	46310226	46310726	intergenic_si_6711	+
chr14	46313978	46314478	intergenic_si_6712	-
chr14	46326799	46327299	intergenic_si_6713	-
chr14	46327010	46327510	intergenic_bi_3296	+
chr14	46327157	46327657	intergenic_bi_3297	+
chr14	46602458	46602958	intergenic_si_6714	+
chr14	46602664	46603164	intergenic_bi_3298	+
chr14	46602924	46603424	intergenic_bi_3299	+
chr14	46603092	46603592	intergenic_bi_3300	+
chr14	46608214	46608714	intergenic_bi_3301	+
chr14	46608805	46609305	intergenic_bi_3302	+
chr14	46611642	46612142	intergenic_si_6718	+
chr14	46635314	46635814	intergenic_bi_3303	+
chr14	46636188	46636688	intergenic_bi_3304	+
chr14	46636856	46637356	intergenic_bi_3305	+
chr14	46637325	46637825	intergenic_si_6722	+
chr14	46637651	46638151	intergenic_si_6723	-
chr14	46879880	46880380	intergenic_si_6724	+
chr14	47006810	47007310	intragenic_bi_3439	+
chr14	47225717	47226217	intergenic_bi_3306	+
chr14	47226183	47226683	intergenic_bi_3307	+
chr14	47233363	47233863	intergenic_bi_3308	+
chr14	47235003	47235503	intergenic_si_6727	-
chr14	47235529	47236029	intergenic_bi_3309	+
chr14	47323801	47324301	intergenic_bi_3310	+
chr14	47344560	47345060	intergenic_si_6728	-
chr14	47500443	47500943	intergenic_si_6737	+
chr14	47500979	47501479	intergenic_bi_3315	+
chr14	47810234	47810734	intergenic_bi_3320	+
chr14	47811491	47811991	intergenic_bi_3321	+
chr14	47824401	47824901	intergenic_si_6747	-
chr14	47842794	47843294	intergenic_si_6748	-
chr14	47913649	47914149	intergenic_si_6750	+
chr14	47914552	47915052	intergenic_bi_3322	+
chr14	47915822	47916322	intergenic_bi_3323	+
chr14	48079136	48079636	intergenic_si_6757	+
chr14	48085077	48085577	intergenic_bi_3325	+
chr14	48153152	48153652	intragenic_bi_3444	-
chr14	48153865	48154365	intergenic_si_6759	+
chr14	48154806	48155306	intergenic_bi_3326	+
chr14	48155811	48156311	intergenic_si_6760	+
chr14	48182112	48182612	intragenic_si_2903	+
chr14	48182659	48183159	intragenic_si_2904	+
chr14	48531819	48532319	intergenic_si_6763	-
chr14	48717922	48718422	intergenic_si_6764	-
chr14	48741951	48742451	intragenic_bi_3446	-
chr14	48753982	48754482	intragenic_bi_3447	-
chr14	48825391	48825891	intragenic_si_2907	-
chr14	51617986	51618486	intergenic_si_6784	+
chr14	51683093	51683593	intergenic_bi_3334	+
chr14	51684332	51684832	intergenic_si_6785	-
chr14	51684770	51685270	intergenic_si_6786	-
chr14	51702400	51702900	intergenic_bi_3335	+
chr14	51702866	51703366	intergenic_bi_3336	+
chr14	51703008	51703508	intergenic_bi_3337	+
chr14	51708002	51708502	intergenic_si_6787	+
chr14	51708734	51709234	intergenic_bi_3338	+
chr14	51714023	51714523	intragenic_bi_3458	-
chr14	52519367	52519867	intergenic_si_6794	+
chr14	52530886	52531386	intragenic_bi_3460	+
chr14	52549017	52549517	intergenic_bi_3343	+
chr14	52549163	52549663	intergenic_bi_3344	+
chr14	52549802	52550302	intergenic_bi_3345	+
chr14	52550507	52551007	intergenic_si_6799	-
chr14	52551713	52552213	intergenic_bi_3346	+
chr14	52553757	52554257	intergenic_si_6801	-
chr14	52557826	52558326	intergenic_bi_3347	+
chr14	52560771	52561271	intergenic_bi_3348	+
chr14	52561108	52561608	intergenic_si_6803	+
chr14	52561487	52561987	intergenic_si_6804	+
chr14	52561744	52562244	intergenic_bi_3349	+
chr14	52561931	52562431	intergenic_si_6805	-
chr14	52562268	52562768	intergenic_si_6806	+
chr14	52562407	52562907	intergenic_bi_3350	+
chr14	52562913	52563413	intergenic_bi_3351	+
chr14	52641902	52642402	intergenic_si_6816	+
chr14	52642700	52643200	intergenic_bi_3352	+
chr14	52724989	52725489	intergenic_bi_3354	+
chr14	52725628	52726128	intergenic_si_6818	-
chr14	52726365	52726865	intergenic_si_6819	-
chr14	52864068	52864568	intergenic_bi_3355	+
chr14	52877319	52877819	intergenic_bi_3356	+
chr14	55001523	55002023	intragenic_bi_3476	+
chr14	55197823	55198323	intergenic_bi_3362	+
chr14	55201318	55201818	intragenic_bi_3481	+
chr14	55222075	55222575	intragenic_bi_3482	+
chr14	55332993	55333493	intergenic_si_6842	-
chr14	55338792	55339292	intragenic_bi_3486	+
chr14	55698381	55698881	intragenic_bi_3493	-
chr14	55765739	55766239	intergenic_bi_3371	+
chr14	55771800	55772300	intergenic_bi_3372	+
chr14	55775438	55775938	intergenic_si_6845	+
chr14	55776023	55776523	intergenic_bi_3373	+
chr14	55776413	55776913	intergenic_si_6846	+
chr14	55780133	55780633	intergenic_si_6847	-
chr14	56077974	56078474	intergenic_bi_3374	+
chr14	56080556	56081056	intergenic_bi_3375	+
chr14	56086858	56087358	intergenic_si_6848	-
chr14	56087236	56087736	intergenic_bi_3376	+
chr14	56087934	56088434	intergenic_si_6850	-
chr14	56175783	56176283	intergenic_si_6851	+
chr14	56175957	56176457	intergenic_bi_3377	+
chr14	56201593	56202093	intragenic_bi_3501	-
chr14	56230959	56231459	intergenic_si_6852	+
chr14	56266022	56266522	intergenic_si_6853	+
chr14	56343148	56343648	intergenic_bi_3385	+
chr14	56345134	56345634	intergenic_bi_3386	+
chr14	56355055	56355555	intergenic_si_6860	-
chr14	56355507	56356007	intergenic_si_6861	-
chr14	56362485	56362985	intragenic_si_2928	+
chr14	56378466	56378966	intergenic_bi_3388	+
chr14	56474053	56474553	intragenic_si_2929	-
chr14	56500854	56501354	intragenic_bi_3518	+
chr14	57234544	57235044	intragenic_si_2934	-
chr14	57239178	57239678	intragenic_bi_3521	-
chr14	57244923	57245423	intragenic_bi_3522	-
chr14	57701318	57701818	intergenic_si_6878	-
chr14	57707902	57708402	intergenic_bi_3396	+
chr14	57708891	57709391	intergenic_bi_3397	+
chr14	57719359	57719859	intragenic_si_2938	+
chr14	57720421	57720921	intragenic_si_2939	+
chr14	57721904	57722404	intragenic_bi_3526	+
chr14	57725835	57726335	intergenic_bi_3399	+
chr14	57993951	57994451	intragenic_bi_3527	+
chr14	57994765	57995265	intragenic_bi_3528	+
chr14	57995770	57996270	intragenic_bi_3529	+
chr14	58005743	58006243	intragenic_bi_3530	+
chr14	58041326	58041826	intergenic_si_6885	-
chr14	58363288	58363788	intragenic_bi_3534	+
chr14	59380136	59380636	intergenic_si_6894	-
chr14	59824685	59825185	intragenic_bi_3537	-
chr14	60062740	60063240	intragenic_si_2949	-
chr14	60064242	60064742	intragenic_si_2950	-
chr14	61005689	61006189	intergenic_bi_3408	+
chr14	61255348	61255848	intragenic_si_2951	-
chr14	61274878	61275378	intragenic_bi_3541	-
chr14	61357275	61357775	intragenic_bi_3542	-
chr14	61467004	61467504	intragenic_bi_3543	-
chr14	61528133	61528633	intergenic_si_6904	+
chr14	61743510	61744010	intergenic_si_6905	-
chr14	61972992	61973492	intragenic_si_2954	+
chr14	61977030	61977530	intragenic_si_2955	+
chr14	61981135	61981635	intergenic_si_6909	-
chr14	62178660	62179160	intergenic_si_6911	-
chr14	62299634	62300134	intragenic_bi_3548	+
chr14	62302802	62303302	intergenic_si_6915	+
chr14	62302984	62303484	intergenic_si_6916	-
chr14	62305792	62306292	intergenic_bi_3412	+
chr14	62306564	62307064	intergenic_si_6918	-
chr14	62313548	62314048	intergenic_bi_3413	+
chr14	63087562	63088062	intergenic_si_6920	-
chr14	63125084	63125584	intergenic_bi_3415	+
chr14	63126923	63127423	intergenic_si_6923	-
chr14	63127106	63127606	intergenic_bi_3416	+
chr14	63174226	63174726	intergenic_bi_3417	+
chr14	63175211	63175711	intergenic_bi_3418	+
chr14	63450484	63450984	intragenic_si_2960	-
chr14	63686599	63687099	intergenic_si_6937	+
chr14	63697700	63698200	intergenic_bi_3420	+
chr14	63698964	63699464	intergenic_bi_3421	+
chr14	63712389	63712889	intergenic_si_6940	+
chr14	63721799	63722299	intergenic_si_6941	-
chr14	63722855	63723355	intergenic_si_6942	-
chr14	63742435	63742935	intragenic_bi_3556	-
chr14	63763004	63763504	intragenic_bi_3557	-
chr14	63763143	63763643	intragenic_bi_3558	-
chr14	63782908	63783408	intragenic_si_2964	+
chr14	63783602	63784102	intragenic_bi_3559	+
chr14	63789783	63790283	intragenic_si_2965	+
chr14	63795690	63796190	intragenic_si_2966	+
chr14	63814136	63814636	intergenic_si_6946	-
chr14	63814948	63815448	intergenic_si_6947	-
chr14	63885788	63886288	intragenic_si_2968	+
chr14	63989095	63989595	intergenic_si_6950	+
chr14	64764980	64765480	intragenic_si_2974	+
chr14	64774772	64775272	intragenic_si_2975	+
chr14	64812640	64813140	intragenic_si_2976	+
chr14	65251323	65251823	intergenic_bi_3423	+
chr14	65251562	65252062	intergenic_si_6958	+
chr14	65252942	65253442	intergenic_si_6959	-
chr14	65276384	65276884	intragenic_bi_3568	-
chr14	65768539	65769039	intergenic_si_6963	-
chr14	65961939	65962439	intergenic_bi_3425	+
chr14	65962404	65962904	intergenic_bi_3426	+
chr14	65962614	65963114	intergenic_bi_3427	+
chr14	65965679	65966179	intergenic_si_6964	+
chr14	65995359	65995859	intragenic_si_2982	-
chr14	65997381	65997881	intragenic_bi_3573	-
chr14	65999257	65999757	intragenic_si_2984	-
chr14	66000379	66000879	intragenic_si_2985	-
chr14	66006859	66007359	intragenic_si_2986	-
chr14	66007715	66008215	intragenic_si_2987	-
chr14	66007996	66008496	intragenic_bi_3574	-
chr14	66334137	66334637	intragenic_si_2988	-
chr14	66334919	66335419	intragenic_bi_3576	-
chr14	66336983	66337483	intragenic_bi_3577	-
chr14	66338111	66338611	intragenic_bi_3578	-
chr14	66338817	66339317	intragenic_si_2989	-
chr14	66339057	66339557	intragenic_bi_3579	-
chr14	66340426	66340926	intragenic_si_2990	-
chr14	66391920	66392420	intergenic_bi_3430	+
chr14	66488239	66488739	intergenic_si_6970	+
chr14	66488605	66489105	intergenic_si_6971	+
chr14	66488926	66489426	intergenic_si_6972	+
chr14	66489558	66490058	intergenic_bi_3431	+
chr14	66508433	66508933	intergenic_bi_3432	+
chr14	66509026	66509526	intergenic_bi_3433	+
chr14	66509233	66509733	intergenic_bi_3434	+
chr14	66509413	66509913	intergenic_bi_3435	+
chr14	66589356	66589856	intragenic_si_2992	-
chr14	66596955	66597455	intragenic_bi_3583	-
chr14	66603864	66604364	intragenic_bi_3584	+
chr14	66623592	66624092	intragenic_si_2993	+
chr14	66698719	66699219	intergenic_si_6975	-
chr14	66701540	66702040	intragenic_bi_3586	+
chr14	66708015	66708515	intragenic_si_2996	+
chr14	66730119	66730619	intragenic_bi_3587	+
chr14	66737138	66737638	intragenic_si_2997	+
chr14	66739724	66740224	intragenic_si_2998	+
chr14	66740322	66740822	intragenic_si_2999	+
chr14	66741246	66741746	intragenic_si_3000	+
chr14	66748326	66748826	intergenic_bi_3438	+
chr14	66766270	66766770	intragenic_bi_3589	-
chr14	66890388	66890888	intragenic_si_3001	+
chr14	66898048	66898548	intragenic_bi_3590	+
chr14	67255451	67255951	intragenic_bi_3592	-
chr14	67273516	67274016	intragenic_bi_3593	-
chr14	67276970	67277470	intragenic_si_3003	-
chr14	67490391	67490891	intragenic_si_3004	-
chr14	67625971	67626471	intragenic_bi_3595	+
chr14	67807100	67807600	intergenic_bi_3443	+
chr14	67807784	67808284	intergenic_si_6992	-
chr14	69065070	69065570	intergenic_bi_3445	+
chr14	69065205	69065705	intergenic_si_6996	+
chr14	69078432	69078932	intergenic_bi_3446	+
chr14	69079378	69079878	intergenic_si_6997	-
chr14	69388379	69388879	intergenic_si_6998	+
chr14	69770457	69770957	intergenic_si_6999	-
chr14	69793026	69793526	intragenic_si_3008	-
chr14	69857082	69857582	intergenic_si_7001	-
chr14	69884961	69885461	intragenic_si_3009	+
chr14	69885175	69885675	intragenic_si_3010	+
chr14	69887702	69888202	intragenic_bi_3599	+
chr14	69890084	69890584	intragenic_si_3011	+
chr14	69898752	69899252	intragenic_si_3012	+
chr14	69901554	69902054	intragenic_bi_3600	+
chr14	70084329	70084829	intragenic_si_3020	-
chr14	70086780	70087280	intragenic_si_3021	-
chr14	70456721	70457221	intragenic_si_3022	-
chr14	70457450	70457950	intragenic_bi_3605	-
chr14	70641152	70641652	intragenic_bi_3614	+
chr14	70736288	70736788	intragenic_si_3033	+
chr14	70744560	70745060	intragenic_si_3034	+
chr14	70753169	70753669	intergenic_bi_3449	+
chr14	70753623	70754123	intergenic_si_7005	+
chr14	70900440	70900940	intragenic_bi_3619	+
chr14	70915452	70915952	intragenic_bi_3621	+
chr14	70918429	70918929	intragenic_si_3038	+
chr14	70940646	70941146	intergenic_bi_3450	+
chr14	71162542	71163042	intragenic_si_3041	+
chr14	71164699	71165199	intragenic_bi_3624	+
chr14	71164848	71165348	intragenic_si_3042	+
chr14	71232125	71232625	intergenic_si_7011	+
chr14	72999112	72999612	intragenic_si_3043	+
chr14	73002613	73003113	intragenic_bi_3625	+
chr14	73506777	73507277	intergenic_bi_3455	+
chr14	73522448	73522948	intergenic_si_7017	+
chr14	73530256	73530756	intergenic_bi_3456	+
chr14	73531169	73531669	intergenic_bi_3457	+
chr14	73531334	73531834	intergenic_si_7019	-
chr14	73531569	73532069	intergenic_bi_3458	+
chr14	73531759	73532259	intergenic_bi_3459	+
chr14	73532135	73532635	intergenic_si_7021	+
chr14	73533359	73533859	intergenic_si_7022	+
chr14	73533844	73534344	intergenic_si_7023	+
chr14	73536942	73537442	intergenic_si_7024	+
chr14	73538263	73538763	intergenic_si_7025	+
chr14	73562137	73562637	intragenic_si_3047	-
chr14	73578835	73579335	intragenic_si_3048	-
chr14	73579030	73579530	intragenic_bi_3630	-
chr14	73579202	73579702	intragenic_si_3049	-
chr14	73649818	73650318	intragenic_bi_3633	+
chr14	73653108	73653608	intragenic_bi_3634	+
chr14	73773246	73773746	intragenic_si_3051	+
chr14	73773976	73774476	intragenic_si_3052	+
chr14	73774499	73774999	intragenic_si_3053	+
chr14	73775584	73776084	intragenic_si_3054	+
chr14	73782477	73782977	intragenic_si_3055	+
chr14	73786256	73786756	intergenic_bi_3464	+
chr14	73788249	73788749	intergenic_si_7032	+
chr14	73906068	73906568	intergenic_bi_3465	+
chr14	73924591	73925091	intragenic_bi_3636	+
chr14	73949979	73950479	intergenic_si_7034	+
chr14	74022406	74022906	intergenic_si_7041	-
chr14	74031305	74031805	intergenic_si_7042	+
chr14	75264780	75265280	intragenic_si_3058	+
chr14	75454330	75454830	intergenic_bi_3469	+
chr14	75532067	75532567	intragenic_bi_3642	-
chr14	75550362	75550862	intragenic_bi_3643	-
chr14	75576320	75576820	intragenic_bi_3644	-
chr14	75578321	75578821	intragenic_si_3062	-
chr14	75579367	75579867	intragenic_bi_3645	-
chr14	75632337	75632837	intergenic_si_7045	+
chr14	75632763	75633263	intergenic_bi_3471	+
chr14	75645818	75646318	intragenic_si_3064	-
chr14	76190243	76190743	intergenic_bi_3474	+
chr14	76192864	76193364	intergenic_bi_3475	+
chr14	76193640	76194140	intergenic_si_7054	-
chr14	76194560	76195060	intergenic_si_7055	-
chr14	76197462	76197962	intergenic_si_7056	+
chr14	76202624	76203124	intergenic_bi_3476	+
chr14	76202765	76203265	intergenic_bi_3477	+
chr14	76203344	76203844	intergenic_si_7058	-
chr14	76207610	76208110	intergenic_bi_3478	+
chr14	76226533	76227033	intergenic_si_7059	-
chr14	76228564	76229064	intergenic_bi_3479	+
chr14	76229207	76229707	intergenic_si_7061	-
chr14	76233948	76234448	intergenic_bi_3480	+
chr14	76234457	76234957	intergenic_bi_3481	+
chr14	76235790	76236290	intergenic_si_7063	+
chr14	76236662	76237162	intergenic_si_7064	+
chr14	76241440	76241940	intergenic_si_7065	+
chr14	76242010	76242510	intergenic_si_7066	-
chr14	76242771	76243271	intergenic_si_7067	-
chr14	76249768	76250268	intergenic_si_7068	+
chr14	76269528	76270028	intergenic_bi_3482	+
chr14	76549602	76550102	intergenic_bi_3483	+
chr14	76551700	76552200	intergenic_si_7075	+
chr14	76552277	76552777	intergenic_bi_3484	+
chr14	76905509	76906009	intragenic_si_3068	-
chr14	77219282	77219782	intergenic_si_7077	+
chr14	77221703	77222203	intergenic_si_7078	-
chr14	77222673	77223173	intergenic_bi_3485	+
chr14	77228538	77229038	intergenic_si_7080	-
chr14	77236018	77236518	intergenic_si_7081	-
chr14	77237360	77237860	intergenic_bi_3486	+
chr14	79250321	79250821	intragenic_bi_3656	-
chr14	79250455	79250955	intragenic_si_3070	-
chr14	79252196	79252696	intragenic_si_3071	-
chr14	79252563	79253063	intragenic_si_3072	-
chr14	79886606	79887106	intragenic_si_3076	-
chr14	79887231	79887731	intragenic_si_3077	-
chr14	80032020	80032520	intergenic_si_7093	+
chr14	80040989	80041489	intragenic_si_3078	+
chr14	88863048	88863548	intragenic_si_3080	+
chr14	100531739	100532239	intragenic_si_3083	+
chr14	100533454	100533954	intragenic_bi_3662	+
chr14	100627225	100627725	intragenic_bi_3663	-
chr14	100630536	100631036	intragenic_bi_3664	-
chr14	100681763	100682263	intragenic_si_3084	+
chr14	100684945	100685445	intergenic_bi_3499	+
chr14	100685491	100685991	intergenic_bi_3500	+
chr14	100685729	100686229	intergenic_bi_3501	+
chr14	100686359	100686859	intergenic_si_7109	+
chr14	100723483	100723983	intergenic_bi_3502	+
chr14	100743935	100744435	intergenic_bi_3503	+
chr14	100811303	100811803	intergenic_si_7112	-
chr14	100857060	100857560	intergenic_bi_3505	+
chr14	100858099	100858599	intergenic_si_7115	-
